,Coordenada $x_{1}$,Coordenada $x_{2}$,Valor de la Función,Abscisas del Punto,Punto Completo
$X_{20}$,-16.1656492922279,13.309916364368235,224.49676995939856,"[-16.1656492922279, 13.309916364368235]","[-16.1656492922279, 13.309916364368235, 224.49676995939856]"
$X_{21}$,19.064552883516612,3.7870398909071596,-85.19379934278757,"[19.064552883516612, 3.7870398909071596]","[19.064552883516612, 3.7870398909071596, -85.19379934278757]"
$X_{22}$,15.230074110476856,-16.738386066607298,-227.4491631650857,"[15.230074110476856, -16.738386066607298]","[15.230074110476856, -16.738386066607298, -227.4491631650857]"
$X_{23}$,13.978574563444923,-6.509444427649287,-93.94754338609354,"[13.978574563444923, -6.509444427649287]","[13.978574563444923, -6.509444427649287, -93.94754338609354]"
$X_{24}$,10.153020218097875,8.382958138710997,83.08706950699056,"[10.153020218097875, 8.382958138710997]","[10.153020218097875, 8.382958138710997, 83.08706950699056]"
$X_{25}$,-6.494844488622164,5.834484675696238,113.4646637955664,"[-6.494844488622164, 5.834484675696238]","[-6.494844488622164, 5.834484675696238, 113.4646637955664]"
$X_{26}$,6.848735922973326,-7.067078833519078,-130.54027008055542,"[6.848735922973326, -7.067078833519078]","[6.848735922973326, -7.067078833519078, -130.54027008055542]"
$X_{27}$,12.276702090238658,-17.967932606035603,-172.81138511351202,"[12.276702090238658, -17.967932606035603]","[12.276702090238658, -17.967932606035603, -172.81138511351202]"
$X_{28}$,4.4369664465991185,16.205671209123494,165.3851884988878,"[4.4369664465991185, 16.205671209123494]","[4.4369664465991185, 16.205671209123494, 165.3851884988878]"
$X_{29}$,-4.802239951389119,-10.719763336661554,-114.44010940126994,"[-4.802239951389119, -10.719763336661554]","[-4.802239951389119, -10.719763336661554, -114.44010940126994]"
$X_{30}$,-6.214488605866354,12.347760804564786,157.94074792668454,"[-6.214488605866354, 12.347760804564786]","[-6.214488605866354, 12.347760804564786, 157.94074792668454]"
$X_{31}$,3.1767118755807964,-16.809238409113647,-146.9896323527202,"[3.1767118755807964, -16.809238409113647]","[3.1767118755807964, -16.809238409113647, -146.9896323527202]"
$X_{32}$,18.19085602191607,14.812060004491052,79.28974367845339,"[18.19085602191607, 14.812060004491052]","[18.19085602191607, 14.812060004491052, 79.28974367845339]"
$X_{33}$,-2.1103860659918183,-18.806440081896874,-137.93687206212982,"[-2.1103860659918183, -18.806440081896874]","[-2.1103860659918183, -18.806440081896874, -137.93687206212982]"
$X_{34}$,2.5521019855765736,-11.505705985042951,-114.2560865093252,"[2.5521019855765736, -11.505705985042951]","[2.5521019855765736, -11.505705985042951, -114.2560865093252]"
$X_{35}$,-1.4827022830448442,-16.519037993878484,-148.15860807977873,"[-1.4827022830448442, -16.519037993878484]","[-1.4827022830448442, -16.519037993878484, -148.15860807977873]"
$X_{36}$,6.028858934725797,-0.08434321356156715,-7.274402658085926,"[6.028858934725797, -0.08434321356156715]","[6.028858934725797, -0.08434321356156715, -7.274402658085926]"
$X_{37}$,-2.399107495159786,13.897540714793529,180.76783221179102,"[-2.399107495159786, 13.897540714793529]","[-2.399107495159786, 13.897540714793529, 180.76783221179102]"
$X_{38}$,-2.9369103138026276,16.229273734013525,204.5761815686236,"[-2.9369103138026276, 16.229273734013525]","[-2.9369103138026276, 16.229273734013525, 204.5761815686236]"
$X_{39}$,12.073486352027437,-19.30814417343496,-231.9872987520722,"[12.073486352027437, -19.30814417343496]","[12.073486352027437, -19.30814417343496, -231.9872987520722]"
$X_{40}$,7.630168833680237,-5.250395250831081,-99.78582530674768,"[7.630168833680237, -5.250395250831081]","[7.630168833680237, -5.250395250831081, -99.78582530674768]"
$X_{41}$,4.174343804835029,-5.976043346534796,-117.51315832531765,"[4.174343804835029, -5.976043346534796]","[4.174343804835029, -5.976043346534796, -117.51315832531765]"
$X_{42}$,3.2884286209927005,18.710370518735438,136.65729991211222,"[3.2884286209927005, 18.710370518735438]","[3.2884286209927005, 18.710370518735438, 136.65729991211222]"
$X_{43}$,-12.178511578200002,18.49143848975976,253.54216201892342,"[-12.178511578200002, 18.49143848975976]","[-12.178511578200002, 18.49143848975976, 253.54216201892342]"
$X_{44}$,-14.659981123631622,-5.324345845560927,29.268750577417208,"[-14.659981123631622, -5.324345845560927]","[-14.659981123631622, -5.324345845560927, 29.268750577417208]"
$X_{45}$,-0.13252156173704677,6.531559555985499,17.698617734046834,"[-0.13252156173704677, 6.531559555985499]","[-0.13252156173704677, 6.531559555985499, 17.698617734046834]"
$X_{46}$,-19.48030443090691,-19.938907974815248,-141.70521697069222,"[-19.48030443090691, -19.938907974815248]","[-19.48030443090691, -19.938907974815248, -141.70521697069222]"
$X_{47}$,12.533849161995853,7.181419571096104,13.954247844992533,"[12.533849161995853, 7.181419571096104]","[12.533849161995853, 7.181419571096104, 13.954247844992533]"
$X_{48}$,-7.637058923550789,-16.018680599601467,-158.31854577305654,"[-7.637058923550789, -16.018680599601467]","[-7.637058923550789, -16.018680599601467, -158.31854577305654]"
$X_{49}$,14.207259745742292,3.3574193835106385,-38.57933132885074,"[14.207259745742292, 3.3574193835106385]","[14.207259745742292, 3.3574193835106385, -38.57933132885074]"
$X_{50}$,-16.442273347389524,19.43222570935142,280.7599199420472,"[-16.442273347389524, 19.43222570935142]","[-16.442273347389524, 19.43222570935142, 280.7599199420472]"
$X_{51}$,-10.733127361958474,1.629400681713605,21.13699528801724,"[-10.733127361958474, 1.629400681713605]","[-10.733127361958474, 1.629400681713605, 21.13699528801724]"
$X_{52}$,-19.74589885254273,2.621284658257661,142.37391327147623,"[-19.74589885254273, 2.621284658257661]","[-19.74589885254273, 2.621284658257661, 142.37391327147623]"
$X_{53}$,1.5620283805095134,0.36371503646467573,-47.73185531322591,"[1.5620283805095134, 0.36371503646467573]","[1.5620283805095134, 0.36371503646467573, -47.73185531322591]"
$X_{54}$,-16.85269420291472,11.253753291360077,141.01068498137187,"[-16.85269420291472, 11.253753291360077]","[-16.85269420291472, 11.253753291360077, 141.01068498137187]"
$X_{55}$,10.135120203352109,-12.316545112173811,-172.5024663819899,"[10.135120203352109, -12.316545112173811]","[10.135120203352109, -12.316545112173811, -172.5024663819899]"
$X_{56}$,6.161274291885519,-19.293985746102837,-206.06819824723362,"[6.161274291885519, -19.293985746102837]","[6.161274291885519, -19.293985746102837, -206.06819824723362]"
$X_{57}$,-15.41348868442563,-4.763690913047878,31.851057597992543,"[-15.41348868442563, -4.763690913047878]","[-15.41348868442563, -4.763690913047878, 31.851057597992543]"
$X_{58}$,3.602456269572709,8.736687460998741,50.167220114880095,"[3.602456269572709, 8.736687460998741]","[3.602456269572709, 8.736687460998741, 50.167220114880095]"
$X_{59}$,9.112976124709636,-5.879976056360437,-44.29125405417654,"[9.112976124709636, -5.879976056360437]","[9.112976124709636, -5.879976056360437, -44.29125405417654]"
$X_{60}$,7.789190288038252,7.979044927853593,76.11776268285504,"[7.789190288038252, 7.979044927853593]","[7.789190288038252, 7.979044927853593, 76.11776268285504]"
$X_{61}$,12.676215987324085,-9.58300192862394,-102.77454667920733,"[12.676215987324085, -9.58300192862394]","[12.676215987324085, -9.58300192862394, -102.77454667920733]"
$X_{62}$,7.462068970673442,-19.822239165042276,-187.02749368688637,"[7.462068970673442, -19.822239165042276]","[7.462068970673442, -19.822239165042276, -187.02749368688637]"
$X_{63}$,-0.2869294629693151,15.654961148843128,177.51312372223572,"[-0.2869294629693151, 15.654961148843128]","[-0.2869294629693151, 15.654961148843128, 177.51312372223572]"
$X_{64}$,8.955014346833625,4.954732500413044,-29.019212954844168,"[8.955014346833625, 4.954732500413044]","[8.955014346833625, 4.954732500413044, -29.019212954844168]"
$X_{65}$,11.195835531376712,12.877796760634716,43.815970173305374,"[11.195835531376712, 12.877796760634716]","[11.195835531376712, 12.877796760634716, 43.815970173305374]"
$X_{66}$,3.213467573246991,-0.08630773079561749,-15.00329688980831,"[3.213467573246991, -0.08630773079561749]","[3.213467573246991, -0.08630773079561749, -15.00329688980831]"
$X_{67}$,15.371830887915571,12.341250962265121,39.688611658276024,"[15.371830887915571, 12.341250962265121]","[15.371830887915571, 12.341250962265121, 39.688611658276024]"
$X_{68}$,16.445167763934833,-12.549691677156147,-232.64955711781877,"[16.445167763934833, -12.549691677156147]","[16.445167763934833, -12.549691677156147, -232.64955711781877]"
$X_{69}$,-7.444994285505802,-19.952437155960638,-163.67145982809265,"[-7.444994285505802, -19.952437155960638]","[-7.444994285505802, -19.952437155960638, -163.67145982809265]"
$X_{70}$,-2.984813651944023,-15.410174067530097,-159.42502187543545,"[-2.984813651944023, -15.410174067530097]","[-2.984813651944023, -15.410174067530097, -159.42502187543545]"
$X_{71}$,-14.173505549404709,-14.732869694656454,-63.68484437714912,"[-14.173505549404709, -14.732869694656454]","[-14.173505549404709, -14.732869694656454, -63.68484437714912]"
$X_{72}$,5.404230689722468,-16.38562272755501,-147.22776747242625,"[5.404230689722468, -16.38562272755501]","[5.404230689722468, -16.38562272755501, -147.22776747242625]"
$X_{73}$,10.11692080452525,13.286149584924146,39.71667072566192,"[10.11692080452525, 13.286149584924146]","[10.11692080452525, 13.286149584924146, 39.71667072566192]"
$X_{74}$,6.721360173809995,18.55407831104121,108.12058357755095,"[6.721360173809995, 18.55407831104121]","[6.721360173809995, 18.55407831104121, 108.12058357755095]"
$X_{75}$,-17.741178416236206,-5.200431006438837,-9.70261401434158,"[-17.741178416236206, -5.200431006438837]","[-17.741178416236206, -5.200431006438837, -9.70261401434158]"
$X_{76}$,-3.2276263817838036,-13.994182317907233,-91.31999513728655,"[-3.2276263817838036, -13.994182317907233]","[-3.2276263817838036, -13.994182317907233, -91.31999513728655]"
$X_{77}$,-18.42203875512601,-11.899375891552125,-72.36395232733597,"[-18.42203875512601, -11.899375891552125]","[-18.42203875512601, -11.899375891552125, -72.36395232733597]"
$X_{78}$,-11.49593109896986,-2.8222560934705356,4.015912580243789,"[-11.49593109896986, -2.8222560934705356]","[-11.49593109896986, -2.8222560934705356, 4.015912580243789]"
$X_{79}$,-10.535145946309417,-12.114029219148676,-106.32019831676234,"[-10.535145946309417, -12.114029219148676]","[-10.535145946309417, -12.114029219148676, -106.32019831676234]"
$X_{80}$,-6.070603029213819,5.79537457274062,98.71741212043852,"[-6.070603029213819, 5.79537457274062]","[-6.070603029213819, 5.79537457274062, 98.71741212043852]"
$X_{81}$,16.567577051634416,12.434811474385263,33.286486004506116,"[16.567577051634416, 12.434811474385263]","[16.567577051634416, 12.434811474385263, 33.286486004506116]"
$X_{82}$,0.475936599546003,-4.464474322935509,-1.5174172217515078,"[0.475936599546003, -4.464474322935509]","[0.475936599546003, -4.464474322935509, -1.5174172217515078]"
$X_{83}$,-13.608710333190185,12.08691696551788,157.69467810787418,"[-13.608710333190185, 12.08691696551788]","[-13.608710333190185, 12.08691696551788, 157.69467810787418]"
$X_{84}$,13.784728445387167,-5.761178636204711,-93.29633476798682,"[13.784728445387167, -5.761178636204711]","[13.784728445387167, -5.761178636204711, -93.29633476798682]"
$X_{85}$,9.45804748096354,-7.026249717234023,-115.6722688290675,"[9.45804748096354, -7.026249717234023]","[9.45804748096354, -7.026249717234023, -115.6722688290675]"
$X_{86}$,-9.964211994917825,-5.298941839016864,21.614316074346977,"[-9.964211994917825, -5.298941839016864]","[-9.964211994917825, -5.298941839016864, 21.614316074346977]"
$X_{87}$,9.27743999113708,10.434905191770731,32.28228749562912,"[9.27743999113708, 10.434905191770731]","[9.27743999113708, 10.434905191770731, 32.28228749562912]"
$X_{88}$,2.6134097517364374,-11.098510291304438,-99.34644213518702,"[2.6134097517364374, -11.098510291304438]","[2.6134097517364374, -11.098510291304438, -99.34644213518702]"
$X_{89}$,5.951080524157607,3.1217475690262404,11.537203478956807,"[5.951080524157607, 3.1217475690262404]","[5.951080524157607, 3.1217475690262404, 11.537203478956807]"
$X_{90}$,9.662956796883702,-6.1924615608411635,-91.62612055629751,"[9.662956796883702, -6.1924615608411635]","[9.662956796883702, -6.1924615608411635, -91.62612055629751]"
$X_{91}$,14.181307837066647,-16.845626600979035,-201.93659840761381,"[14.181307837066647, -16.845626600979035]","[14.181307837066647, -16.845626600979035, -201.93659840761381]"
$X_{92}$,18.347454604617617,14.82343434043866,58.582489946393515,"[18.347454604617617, 14.82343434043866]","[18.347454604617617, 14.82343434043866, 58.582489946393515]"
$X_{93}$,17.923281853473867,-17.675676635303024,-210.76688131138977,"[17.923281853473867, -17.675676635303024]","[17.923281853473867, -17.675676635303024, -210.76688131138977]"
$X_{94}$,1.133493611058011,9.350206412627923,122.08166578008824,"[1.133493611058011, 9.350206412627923]","[1.133493611058011, 9.350206412627923, 122.08166578008824]"
$X_{95}$,14.681648489203177,8.919415252951033,-6.827663881942417,"[14.681648489203177, 8.919415252951033]","[14.681648489203177, 8.919415252951033, -6.827663881942417]"
$X_{96}$,9.543951102554157,-0.6728379113952769,-36.762758089368866,"[9.543951102554157, -0.6728379113952769]","[9.543951102554157, -0.6728379113952769, -36.762758089368866]"
$X_{97}$,5.7871406480178536,-14.72349210303829,-138.25475870500455,"[5.7871406480178536, -14.72349210303829]","[5.7871406480178536, -14.72349210303829, -138.25475870500455]"
$X_{98}$,-3.2506018365851332,-1.6111113547659457,-11.44050611445476,"[-3.2506018365851332, -1.6111113547659457]","[-3.2506018365851332, -1.6111113547659457, -11.44050611445476]"
$X_{99}$,-7.290461279384836,16.425424389442483,163.1900343313158,"[-7.290461279384836, 16.425424389442483]","[-7.290461279384836, 16.425424389442483, 163.1900343313158]"
$X_{100}$,-6.00535767057,3.525297288616297,34.67136726921419,"[-6.00535767057, 3.525297288616297]","[-6.00535767057, 3.525297288616297, 34.67136726921419]"
$X_{101}$,-13.730683976669154,7.357073904543434,150.97903297504115,"[-13.730683976669154, 7.357073904543434]","[-13.730683976669154, 7.357073904543434, 150.97903297504115]"
$X_{102}$,16.28368974937308,-9.680622169408991,-170.61968808866652,"[16.28368974937308, -9.680622169408991]","[16.28368974937308, -9.680622169408991, -170.61968808866652]"
$X_{103}$,-12.67606399778964,6.713861221426221,125.34025867695775,"[-12.67606399778964, 6.713861221426221]","[-12.67606399778964, 6.713861221426221, 125.34025867695775]"
$X_{104}$,-10.68530039811347,-19.98177737803911,-180.05911709642908,"[-10.68530039811347, -19.98177737803911]","[-10.68530039811347, -19.98177737803911, -180.05911709642908]"
$X_{105}$,-8.473601920107363,11.028433760438503,97.64344199942207,"[-8.473601920107363, 11.028433760438503]","[-8.473601920107363, 11.028433760438503, 97.64344199942207]"
$X_{106}$,17.576649149823503,-8.34044405721106,-185.97019302820263,"[17.576649149823503, -8.34044405721106]","[17.576649149823503, -8.34044405721106, -185.97019302820263]"
$X_{107}$,-18.34826515919363,-9.365283069865761,22.592009486461542,"[-18.34826515919363, -9.365283069865761]","[-18.34826515919363, -9.365283069865761, 22.592009486461542]"
$X_{108}$,19.626864009687516,14.519325077292812,19.26546517190831,"[19.626864009687516, 14.519325077292812]","[19.626864009687516, 14.519325077292812, 19.26546517190831]"
$X_{109}$,5.090969049965473,-17.607816274806805,-217.66772704254402,"[5.090969049965473, -17.607816274806805]","[5.090969049965473, -17.607816274806805, -217.66772704254402]"
$X_{110}$,18.953678241223244,-12.948097533022418,-170.75949652299536,"[18.953678241223244, -12.948097533022418]","[18.953678241223244, -12.948097533022418, -170.75949652299536]"
$X_{111}$,12.926103279048803,-8.171386540532502,-102.58743337204186,"[12.926103279048803, -8.171386540532502]","[12.926103279048803, -8.171386540532502, -102.58743337204186]"
$X_{112}$,4.195765993379567,10.434511551618513,114.25863295993771,"[4.195765993379567, 10.434511551618513]","[4.195765993379567, 10.434511551618513, 114.25863295993771]"
$X_{113}$,3.2492083959447235,-11.91230169881694,-118.03753391500864,"[3.2492083959447235, -11.91230169881694]","[3.2492083959447235, -11.91230169881694, -118.03753391500864]"
$X_{114}$,4.261171926117221,13.106792484344908,91.80536182947148,"[4.261171926117221, 13.106792484344908]","[4.261171926117221, 13.106792484344908, 91.80536182947148]"
$X_{115}$,-1.7193075430466251,2.4877185656284055,32.26893658512362,"[-1.7193075430466251, 2.4877185656284055]","[-1.7193075430466251, 2.4877185656284055, 32.26893658512362]"
$X_{116}$,6.217341021554748,-2.543133937309765,-88.09904962192681,"[6.217341021554748, -2.543133937309765]","[6.217341021554748, -2.543133937309765, -88.09904962192681]"
$X_{117}$,1.4372427535965215,10.480384160248644,80.60138121039722,"[1.4372427535965215, 10.480384160248644]","[1.4372427535965215, 10.480384160248644, 80.60138121039722]"
$X_{118}$,15.290261492956631,-11.74275255871219,-222.5759262064656,"[15.290261492956631, -11.74275255871219]","[15.290261492956631, -11.74275255871219, -222.5759262064656]"
$X_{119}$,-8.051016472404964,-8.36798280479837,-94.41500147722611,"[-8.051016472404964, -8.36798280479837]","[-8.051016472404964, -8.36798280479837, -94.41500147722611]"
$X_{120}$,17.42264572883964,10.282372297763516,31.53112445875627,"[17.42264572883964, 10.282372297763516]","[17.42264572883964, 10.282372297763516, 31.53112445875627]"
$X_{121}$,-16.226652827332437,-1.7491075350818654,82.31434992643668,"[-16.226652827332437, -1.7491075350818654]","[-16.226652827332437, -1.7491075350818654, 82.31434992643668]"
$X_{122}$,-18.362350165531943,-5.237400336774041,48.674554523861495,"[-18.362350165531943, -5.237400336774041]","[-18.362350165531943, -5.237400336774041, 48.674554523861495]"
$X_{123}$,11.305707018136076,7.377608737830052,32.21407713227259,"[11.305707018136076, 7.377608737830052]","[11.305707018136076, 7.377608737830052, 32.21407713227259]"
$X_{124}$,-17.657690486105345,-13.105495305749777,-54.990582583500064,"[-17.657690486105345, -13.105495305749777]","[-17.657690486105345, -13.105495305749777, -54.990582583500064]"
$X_{125}$,10.577071609802175,-2.956945038196551,-59.50894942921727,"[10.577071609802175, -2.956945038196551]","[10.577071609802175, -2.956945038196551, -59.50894942921727]"
$X_{126}$,-18.333512496955002,-14.027221715326746,-51.212766154280665,"[-18.333512496955002, -14.027221715326746]","[-18.333512496955002, -14.027221715326746, -51.212766154280665]"
$X_{127}$,7.126124024229831,-11.634449964997406,-135.39830099078725,"[7.126124024229831, -11.634449964997406]","[7.126124024229831, -11.634449964997406, -135.39830099078725]"
$X_{128}$,-4.372923068625791,14.045367591043714,155.65837071298625,"[-4.372923068625791, 14.045367591043714]","[-4.372923068625791, 14.045367591043714, 155.65837071298625]"
$X_{129}$,-7.256699946587922,3.331349314885621,108.6944263644333,"[-7.256699946587922, 3.331349314885621]","[-7.256699946587922, 3.331349314885621, 108.6944263644333]"
$X_{130}$,-5.217485529669364,-11.146544965994778,-58.2892557943638,"[-5.217485529669364, -11.146544965994778]","[-5.217485529669364, -11.146544965994778, -58.2892557943638]"
$X_{131}$,-2.3401476234809166,2.2410757822941605,72.97031236967982,"[-2.3401476234809166, 2.2410757822941605]","[-2.3401476234809166, 2.2410757822941605, 72.97031236967982]"
$X_{132}$,15.978197845074547,15.694714365934097,99.0220132604662,"[15.978197845074547, 15.694714365934097]","[15.978197845074547, 15.694714365934097, 99.0220132604662]"
$X_{133}$,10.73511062943123,19.422234425697837,116.03129438401731,"[10.73511062943123, 19.422234425697837]","[10.73511062943123, 19.422234425697837, 116.03129438401731]"
$X_{134}$,-0.9170449205097562,17.033795743681623,137.23146632920646,"[-0.9170449205097562, 17.033795743681623]","[-0.9170449205097562, 17.033795743681623, 137.23146632920646]"
$X_{135}$,-14.1156958409129,-2.8158813036662167,19.948962494994134,"[-14.1156958409129, -2.8158813036662167]","[-14.1156958409129, -2.8158813036662167, 19.948962494994134]"
$X_{136}$,-15.092677257625766,7.80410109657722,131.41544727007576,"[-15.092677257625766, 7.80410109657722]","[-15.092677257625766, 7.80410109657722, 131.41544727007576]"
$X_{137}$,-10.805550433576663,-8.393854473931889,-2.0012922053527333,"[-10.805550433576663, -8.393854473931889]","[-10.805550433576663, -8.393854473931889, -2.0012922053527333]"
$X_{138}$,18.473234834471704,-0.23437437075829237,-72.1681057445749,"[18.473234834471704, -0.23437437075829237]","[18.473234834471704, -0.23437437075829237, -72.1681057445749]"
$X_{139}$,-19.452021671971256,8.313704707256594,188.17973297670423,"[-19.452021671971256, 8.313704707256594]","[-19.452021671971256, 8.313704707256594, 188.17973297670423]"
$X_{140}$,-18.334900809735103,-1.6694648300325312,107.23585764915806,"[-18.334900809735103, -1.6694648300325312]","[-18.334900809735103, -1.6694648300325312, 107.23585764915806]"
$X_{141}$,4.38946621424547,6.434558593163075,-2.300551091475903,"[4.38946621424547, 6.434558593163075]","[4.38946621424547, 6.434558593163075, -2.300551091475903]"
$X_{142}$,-3.5718169218474785,-11.6553712086222,-120.86608169029883,"[-3.5718169218474785, -11.6553712086222]","[-3.5718169218474785, -11.6553712086222, -120.86608169029883]"
$X_{143}$,15.47379453584086,6.453094168594902,28.566898123464327,"[15.47379453584086, 6.453094168594902]","[15.47379453584086, 6.453094168594902, 28.566898123464327]"
$X_{144}$,-8.751073698779006,-9.749993169298143,-10.543400626147864,"[-8.751073698779006, -9.749993169298143]","[-8.751073698779006, -9.749993169298143, -10.543400626147864]"
$X_{145}$,6.753532534630612,-11.378309026999066,-130.31954159460167,"[6.753532534630612, -11.378309026999066]","[6.753532534630612, -11.378309026999066, -130.31954159460167]"
$X_{146}$,1.4377157879720137,-14.153822229917008,-111.73621606629564,"[1.4377157879720137, -14.153822229917008]","[1.4377157879720137, -14.153822229917008, -111.73621606629564]"
$X_{147}$,7.214057333819575,4.665147293586042,24.858548011191544,"[7.214057333819575, 4.665147293586042]","[7.214057333819575, 4.665147293586042, 24.858548011191544]"
$X_{148}$,2.3049735544671144,-0.4807316830685622,15.28428462135169,"[2.3049735544671144, -0.4807316830685622]","[2.3049735544671144, -0.4807316830685622, 15.28428462135169]"
$X_{149}$,15.58493747342014,-17.5264393193904,-257.94106591830297,"[15.58493747342014, -17.5264393193904]","[15.58493747342014, -17.5264393193904, -257.94106591830297]"
$X_{150}$,12.59863326593085,-0.6820502843629441,-51.94531993179705,"[12.59863326593085, -0.6820502843629441]","[12.59863326593085, -0.6820502843629441, -51.94531993179705]"
$X_{151}$,10.331716416708787,-19.060675583585475,-205.38963798752542,"[10.331716416708787, -19.060675583585475]","[10.331716416708787, -19.060675583585475, -205.38963798752542]"
$X_{152}$,-11.491827394153717,-1.1205144188115277,87.47315936912415,"[-11.491827394153717, -1.1205144188115277]","[-11.491827394153717, -1.1205144188115277, 87.47315936912415]"
$X_{153}$,-8.889556556512224,-15.945002784858833,-162.80031589031123,"[-8.889556556512224, -15.945002784858833]","[-8.889556556512224, -15.945002784858833, -162.80031589031123]"
$X_{154}$,-16.100148337528374,-18.81259932923813,-101.0679752967012,"[-16.100148337528374, -18.81259932923813]","[-16.100148337528374, -18.81259932923813, -101.0679752967012]"
$X_{155}$,9.604974598483693,-15.480155176006146,-174.42070124352546,"[9.604974598483693, -15.480155176006146]","[9.604974598483693, -15.480155176006146, -174.42070124352546]"
$X_{156}$,13.138652488463848,17.78488333709432,122.04926003099088,"[13.138652488463848, 17.78488333709432]","[13.138652488463848, 17.78488333709432, 122.04926003099088]"
$X_{157}$,0.04929990393376471,-1.8800397955671677,-30.330161903904738,"[0.04929990393376471, -1.8800397955671677]","[0.04929990393376471, -1.8800397955671677, -30.330161903904738]"
$X_{158}$,-8.540263279566096,18.585355991289475,233.22487045004956,"[-8.540263279566096, 18.585355991289475]","[-8.540263279566096, 18.585355991289475, 233.22487045004956]"
$X_{159}$,-6.510721608905348,16.658504899632078,184.2687866053906,"[-6.510721608905348, 16.658504899632078]","[-6.510721608905348, 16.658504899632078, 184.2687866053906]"
$X_{160}$,6.447457137553634,10.709845610682759,100.40994721107344,"[6.447457137553634, 10.709845610682759]","[6.447457137553634, 10.709845610682759, 100.40994721107344]"
$X_{161}$,7.405263033572357,-14.694743057237911,-196.18379865430384,"[7.405263033572357, -14.694743057237911]","[7.405263033572357, -14.694743057237911, -196.18379865430384]"
$X_{162}$,-13.011179170563633,-4.777409261398962,-24.400004151615097,"[-13.011179170563633, -4.777409261398962]","[-13.011179170563633, -4.777409261398962, -24.400004151615097]"
$X_{163}$,-17.385384917897305,13.202650574115218,148.85660763099133,"[-17.385384917897305, 13.202650574115218]","[-17.385384917897305, 13.202650574115218, 148.85660763099133]"
$X_{164}$,8.748474262687065,2.319782673506829,-63.77258170669384,"[8.748474262687065, 2.319782673506829]","[8.748474262687065, 2.319782673506829, -63.77258170669384]"
