,Coordenada $x_{1}$,Coordenada $x_{2}$,Coordenada $x_{3}$,Punto,Categoría
$X_{16}$,19.17040271873666,-10.939434758708373,-10.993510561131865,"[19.17040271873666, -10.939434758708373, -10.993510561131865]",Clase 1
$X_{17}$,-1.986641748260098,10.827664942362137,18.761221012302812,"[-1.986641748260098, 10.827664942362137, 18.761221012302812]",Clase 1
$X_{18}$,-1.145752953690927,-7.820730935212673,8.587770969843621,"[-1.145752953690927, -7.820730935212673, 8.587770969843621]",Clase 1
$X_{19}$,2.5657813470261814,-9.6662949880983,19.41864595366367,"[2.5657813470261814, -9.6662949880983, 19.41864595366367]",Clase 1
$X_{20}$,16.492603016947555,-7.736326833782785,12.114125995951277,"[16.492603016947555, -7.736326833782785, 12.114125995951277]",Clase 1
$X_{21}$,2.8226703820639614,-6.7984071146919955,13.123425874569385,"[2.8226703820639614, -6.7984071146919955, 13.123425874569385]",Clase 1
$X_{22}$,1.9734591580406544,-2.714046975221688,10.65400659562976,"[1.9734591580406544, -2.714046975221688, 10.65400659562976]",Clase 1
$X_{23}$,18.605581953026082,10.018156687951315,13.70183520092094,"[18.605581953026082, 10.018156687951315, 13.70183520092094]",Clase 1
$X_{24}$,-17.045007264650607,-17.38108728091916,12.818634604872486,"[-17.045007264650607, -17.38108728091916, 12.818634604872486]",Clase 1
$X_{25}$,7.077474700285308,-7.484893039151132,19.957602705039385,"[7.077474700285308, -7.484893039151132, 19.957602705039385]",Clase 1
$X_{26}$,7.556264509161053,-18.01289004523231,3.163664996839593,"[7.556264509161053, -18.01289004523231, 3.163664996839593]",Clase 1
$X_{27}$,4.080725053005754,7.447585453923633,13.095452021590305,"[4.080725053005754, 7.447585453923633, 13.095452021590305]",Clase 1
$X_{28}$,-17.038241659036512,-17.230220708521166,2.1820130079703226,"[-17.038241659036512, -17.230220708521166, 2.1820130079703226]",Clase 1
$X_{29}$,-9.582285936755245,-8.287030498401249,13.777073282353129,"[-9.582285936755245, -8.287030498401249, 13.777073282353129]",Clase 1
$X_{30}$,9.707118729893889,-1.4231211378317532,16.641006726990803,"[9.707118729893889, -1.4231211378317532, 16.641006726990803]",Clase 1
$X_{31}$,17.397021727117277,0.18287226188243721,9.231033908954672,"[17.397021727117277, 0.18287226188243721, 9.231033908954672]",Clase 1
$X_{32}$,6.830347470685897,-19.84195348021586,10.128123451965607,"[6.830347470685897, -19.84195348021586, 10.128123451965607]",Clase 1
$X_{33}$,19.601108150489743,-12.984216560784443,-6.913956292754104,"[19.601108150489743, -12.984216560784443, -6.913956292754104]",Clase 1
$X_{34}$,-2.1160760081003183,-9.328477947200646,16.100061129126935,"[-2.1160760081003183, -9.328477947200646, 16.100061129126935]",Clase 1
$X_{35}$,4.94705074834922,-18.327801979189445,15.01460571939974,"[4.94705074834922, -18.327801979189445, 15.01460571939974]",Clase 1
$X_{36}$,11.418719565160092,-0.7596583008690061,6.541492040474903,"[11.418719565160092, -0.7596583008690061, 6.541492040474903]",Clase 1
$X_{37}$,-19.488939436737745,-19.774392903403438,7.875911757415452,"[-19.488939436737745, -19.774392903403438, 7.875911757415452]",Clase 1
$X_{38}$,4.3137287927897425,-2.5681329394515586,12.02140425392139,"[4.3137287927897425, -2.5681329394515586, 12.02140425392139]",Clase 1
$X_{39}$,19.012708779390017,-6.966072720478728,-4.361144537571207,"[19.012708779390017, -6.966072720478728, -4.361144537571207]",Clase 1
$X_{40}$,16.951124616713223,-16.01671900679387,8.851058715107555,"[16.951124616713223, -16.01671900679387, 8.851058715107555]",Clase 1
$X_{41}$,16.48242852219356,-6.442226219350706,1.5885661712469847,"[16.48242852219356, -6.442226219350706, 1.5885661712469847]",Clase 1
$X_{42}$,12.625755592592284,-18.28819528207727,-11.528860821878354,"[12.625755592592284, -18.28819528207727, -11.528860821878354]",Clase 1
$X_{43}$,-6.183108599876888,3.557689552534768,18.062790371946242,"[-6.183108599876888, 3.557689552534768, 18.062790371946242]",Clase 1
$X_{44}$,13.777833809495363,-18.474732472079825,19.612385651904575,"[13.777833809495363, -18.474732472079825, 19.612385651904575]",Clase 1
$X_{45}$,3.2933571929585135,-9.078816635514212,-0.33855945850811864,"[3.2933571929585135, -9.078816635514212, -0.33855945850811864]",Clase 1
$X_{46}$,1.940215382903471,-9.277502134316627,14.359155492225128,"[1.940215382903471, -9.277502134316627, 14.359155492225128]",Clase 1
$X_{47}$,0.042194250889583174,-17.944137619693304,4.123559209146634,"[0.042194250889583174, -17.944137619693304, 4.123559209146634]",Clase 1
$X_{48}$,4.040432453920012,3.070806207492538,9.247816973627426,"[4.040432453920012, 3.070806207492538, 9.247816973627426]",Clase 1
$X_{49}$,1.3219787578520723,6.149367988123011,12.846927489389905,"[1.3219787578520723, 6.149367988123011, 12.846927489389905]",Clase 1
$X_{50}$,10.103255529395987,-10.602273129637073,14.54331029104128,"[10.103255529395987, -10.602273129637073, 14.54331029104128]",Clase 1
$X_{51}$,14.83131354889251,5.480597875347087,18.08959194642553,"[14.83131354889251, 5.480597875347087, 18.08959194642553]",Clase 1
$X_{52}$,5.040979887203363,16.03728638697107,19.735230326448146,"[5.040979887203363, 16.03728638697107, 19.735230326448146]",Clase 1
$X_{53}$,1.7321728010533946,1.4543827052554974,16.114002540148952,"[1.7321728010533946, 1.4543827052554974, 16.114002540148952]",Clase 1
$X_{54}$,-19.245746310300696,-10.440588363366574,17.64078335116291,"[-19.245746310300696, -10.440588363366574, 17.64078335116291]",Clase 1
$X_{55}$,14.94837829228726,-14.82745033379719,9.994755562649708,"[14.94837829228726, -14.82745033379719, 9.994755562649708]",Clase 1
$X_{56}$,-11.782285862123203,-17.279396546659903,5.609821949568019,"[-11.782285862123203, -17.279396546659903, 5.609821949568019]",Clase 1
$X_{57}$,10.981097633603426,12.348687034230487,19.28393450645531,"[10.981097633603426, 12.348687034230487, 19.28393450645531]",Clase 1
$X_{58}$,-1.7515276192050848,-16.871249768695105,-7.5141541142432455,"[-1.7515276192050848, -16.871249768695105, -7.5141541142432455]",Clase 1
$X_{59}$,-12.247042490601716,-11.470601043770978,1.2353419945567836,"[-12.247042490601716, -11.470601043770978, 1.2353419945567836]",Clase 1
$X_{60}$,16.379904715401594,-5.829835696872685,12.832261720996982,"[16.379904715401594, -5.829835696872685, 12.832261720996982]",Clase 1
$X_{61}$,-13.530933693028654,-6.855666897715222,13.609982589024924,"[-13.530933693028654, -6.855666897715222, 13.609982589024924]",Clase 1
$X_{62}$,-5.541141474510818,-12.150521844035826,-0.26424047813956975,"[-5.541141474510818, -12.150521844035826, -0.26424047813956975]",Clase 1
$X_{63}$,16.304968490165244,-2.209980929746564,9.93073123532309,"[16.304968490165244, -2.209980929746564, 9.93073123532309]",Clase 1
$X_{64}$,2.978176388311489,-13.744573226841732,-1.7954255475738208,"[2.978176388311489, -13.744573226841732, -1.7954255475738208]",Clase 1
$X_{65}$,14.40413312233619,6.274833948073173,13.665089149122636,"[14.40413312233619, 6.274833948073173, 13.665089149122636]",Clase 1
$X_{66}$,-14.412322406576777,0.10445713822429781,16.523714772406286,"[-14.412322406576777, 0.10445713822429781, 16.523714772406286]",Clase 1
$X_{67}$,5.652062540556436,10.34940441496676,12.121217287806452,"[5.652062540556436, 10.34940441496676, 12.121217287806452]",Clase 1
$X_{68}$,1.6799890022821664,4.541971212060108,9.098936321025242,"[1.6799890022821664, 4.541971212060108, 9.098936321025242]",Clase 1
$X_{69}$,14.349490936509426,-8.628275105801597,12.227170408808917,"[14.349490936509426, -8.628275105801597, 12.227170408808917]",Clase 1
$X_{70}$,6.073275044528415,-16.953890379015256,11.88629289296452,"[6.073275044528415, -16.953890379015256, 11.88629289296452]",Clase 1
$X_{71}$,5.962293325489554,-4.104318823817623,2.1679829321016726,"[5.962293325489554, -4.104318823817623, 2.1679829321016726]",Clase 1
$X_{72}$,-7.705569592915143,0.7625978029941471,19.066098887522614,"[-7.705569592915143, 0.7625978029941471, 19.066098887522614]",Clase 1
$X_{73}$,19.657826124728558,-14.30003777504644,17.701560111526277,"[19.657826124728558, -14.30003777504644, 17.701560111526277]",Clase 1
$X_{74}$,13.267046831441938,9.747380307970008,12.77917913817506,"[13.267046831441938, 9.747380307970008, 12.77917913817506]",Clase 1
$X_{75}$,18.300377366627828,18.88285711895638,19.578983486814792,"[18.300377366627828, 18.88285711895638, 19.578983486814792]",Clase 1
$X_{76}$,17.138086491982783,-14.874943144405117,6.324011975272903,"[17.138086491982783, -14.874943144405117, 6.324011975272903]",Clase 1
$X_{77}$,14.455670174740135,6.869521571664912,18.279829270714394,"[14.455670174740135, 6.869521571664912, 18.279829270714394]",Clase 1
$X_{78}$,11.91973641631062,-1.8629250451229318,8.942088685195543,"[11.91973641631062, -1.8629250451229318, 8.942088685195543]",Clase 1
$X_{79}$,7.76330663368784,-14.523356094332499,1.6627045818302335,"[7.76330663368784, -14.523356094332499, 1.6627045818302335]",Clase 1
$X_{80}$,5.412476576145465,-18.36644991558368,-3.7244243735911056,"[5.412476576145465, -18.36644991558368, -3.7244243735911056]",Clase 1
$X_{81}$,8.655161661262909,-8.854164675925475,4.115324771967504,"[8.655161661262909, -8.854164675925475, 4.115324771967504]",Clase 1
$X_{82}$,19.823426785413638,16.43679108415828,19.380317105588475,"[19.823426785413638, 16.43679108415828, 19.380317105588475]",Clase 1
$X_{83}$,0.506885337586862,-5.109672513166256,13.222617795412518,"[0.506885337586862, -5.109672513166256, 13.222617795412518]",Clase 1
$X_{84}$,12.449257666426462,-6.7481487073001,15.375665616318322,"[12.449257666426462, -6.7481487073001, 15.375665616318322]",Clase 1
$X_{85}$,-4.452169687800879,-13.410898865946992,15.84838326343612,"[-4.452169687800879, -13.410898865946992, 15.84838326343612]",Clase 1
$X_{86}$,18.57329223237894,-19.419847382950152,7.291418574860614,"[18.57329223237894, -19.419847382950152, 7.291418574860614]",Clase 1
$X_{87}$,0.8729886444579762,3.9126912539065515,19.091449301450027,"[0.8729886444579762, 3.9126912539065515, 19.091449301450027]",Clase 1
$X_{88}$,12.470238917065195,9.513792330851523,10.517944781914984,"[12.470238917065195, 9.513792330851523, 10.517944781914984]",Clase 1
$X_{89}$,12.894342228231451,-6.0640458114195575,16.53145999630337,"[12.894342228231451, -6.0640458114195575, 16.53145999630337]",Clase 1
$X_{90}$,2.083220549928015,9.614377781012738,17.91258365054098,"[2.083220549928015, 9.614377781012738, 17.91258365054098]",Clase 1
$X_{91}$,2.008335404493007,-12.224358690466822,16.049175034817075,"[2.008335404493007, -12.224358690466822, 16.049175034817075]",Clase 1
$X_{92}$,17.31934768795678,-1.3488205412074805,1.6638993999394671,"[17.31934768795678, -1.3488205412074805, 1.6638993999394671]",Clase 1
$X_{93}$,-5.595047155040763,-18.30989205865835,10.867367572185088,"[-5.595047155040763, -18.30989205865835, 10.867367572185088]",Clase 1
$X_{94}$,-19.624429706443493,-3.3447628909204425,19.758681778732637,"[-19.624429706443493, -3.3447628909204425, 19.758681778732637]",Clase 1
$X_{95}$,-0.08911840449394504,-0.7077438178656195,7.637460338916682,"[-0.08911840449394504, -0.7077438178656195, 7.637460338916682]",Clase 1
$X_{96}$,4.519839155789569,11.873268224436192,18.215666140110557,"[4.519839155789569, 11.873268224436192, 18.215666140110557]",Clase 1
$X_{97}$,8.956968942643215,-4.809965976665174,10.365154133637937,"[8.956968942643215, -4.809965976665174, 10.365154133637937]",Clase 1
$X_{98}$,17.71706642706696,-10.82950787011768,13.932300460868689,"[17.71706642706696, -10.82950787011768, 13.932300460868689]",Clase 1
$X_{99}$,-7.332213801446743,0.825178400461148,19.391942390582663,"[-7.332213801446743, 0.825178400461148, 19.391942390582663]",Clase 1
$X_{100}$,3.698703667787335,-7.822876998689395,-2.5730047942498935,"[3.698703667787335, -7.822876998689395, -2.5730047942498935]",Clase 1
$X_{101}$,-11.938904836652133,-15.873225686704838,-2.5055586750529883,"[-11.938904836652133, -15.873225686704838, -2.5055586750529883]",Clase 1
$X_{102}$,10.038477339413344,-13.968816697691913,-7.583753827919617,"[10.038477339413344, -13.968816697691913, -7.583753827919617]",Clase 1
$X_{103}$,19.005198551629775,-17.805070682560007,5.626270182503397,"[19.005198551629775, -17.805070682560007, 5.626270182503397]",Clase 1
$X_{104}$,8.743096409844163,-19.888693708779442,4.711720415868474,"[8.743096409844163, -19.888693708779442, 4.711720415868474]",Clase 1
$X_{105}$,5.444441077097348,-3.2277137079562266,18.044112503810275,"[5.444441077097348, -3.2277137079562266, 18.044112503810275]",Clase 1
$X_{106}$,17.77733311922446,-11.338578283490296,10.432623899276425,"[17.77733311922446, -11.338578283490296, 10.432623899276425]",Clase 1
$X_{107}$,-1.2813678978262644,5.383213382485096,12.270283712270526,"[-1.2813678978262644, 5.383213382485096, 12.270283712270526]",Clase 1
$X_{108}$,6.937510134635261,-16.30836921735917,-0.11852753312916775,"[6.937510134635261, -16.30836921735917, -0.11852753312916775]",Clase 1
$X_{109}$,15.798416002380854,13.359592484264965,12.807276443749785,"[15.798416002380854, 13.359592484264965, 12.807276443749785]",Clase 1
$X_{110}$,13.133542361381984,8.493455820440815,9.849655134537588,"[13.133542361381984, 8.493455820440815, 9.849655134537588]",Clase 1
$X_{111}$,14.62238063690107,-15.233266458863785,4.10218939445847,"[14.62238063690107, -15.233266458863785, 4.10218939445847]",Clase 1
$X_{112}$,10.91794273680797,-5.113343197038841,16.66142052449095,"[10.91794273680797, -5.113343197038841, 16.66142052449095]",Clase 1
$X_{113}$,-10.591846897731806,1.9505561280460704,13.894090472792357,"[-10.591846897731806, 1.9505561280460704, 13.894090472792357]",Clase 1
$X_{114}$,16.129822634306088,6.909546752667133,16.286483177970126,"[16.129822634306088, 6.909546752667133, 16.286483177970126]",Clase 1
$X_{115}$,-9.695330233335579,-11.213944501475126,17.71165740043174,"[-9.695330233335579, -11.213944501475126, 17.71165740043174]",Clase 1
$X_{116}$,-2.118781103932367,-7.5706394173315505,0.3582057334914168,"[-2.118781103932367, -7.5706394173315505, 0.3582057334914168]",Clase 1
$X_{117}$,-12.860374749434374,-8.033031303580337,12.039213925827795,"[-12.860374749434374, -8.033031303580337, 12.039213925827795]",Clase 1
$X_{118}$,17.77420887148444,-11.24931623231117,-0.6115992095769016,"[17.77420887148444, -11.24931623231117, -0.6115992095769016]",Clase 1
$X_{119}$,5.1301380544195005,-10.864913561527665,18.572283312848803,"[5.1301380544195005, -10.864913561527665, 18.572283312848803]",Clase 1
$X_{120}$,17.407491189973044,-5.261632932567233,10.185354861330676,"[17.407491189973044, -5.261632932567233, 10.185354861330676]",Clase 1
$X_{121}$,-16.86449882312308,-6.6009606623352735,18.80649033520121,"[-16.86449882312308, -6.6009606623352735, 18.80649033520121]",Clase 1
$X_{122}$,-7.03598304206572,7.474242803174761,14.853862399098865,"[-7.03598304206572, 7.474242803174761, 14.853862399098865]",Clase 1
$X_{123}$,13.204188668985793,-19.29579584142719,4.760010520896959,"[13.204188668985793, -19.29579584142719, 4.760010520896959]",Clase 1
$X_{124}$,-3.5542490100366244,-18.80924768897314,12.728845507254277,"[-3.5542490100366244, -18.80924768897314, 12.728845507254277]",Clase 1
$X_{125}$,17.317825173912453,1.362316690501281,18.62228783680321,"[17.317825173912453, 1.362316690501281, 18.62228783680321]",Clase 1
$X_{126}$,14.210902931496179,-18.123842974772852,-0.35367174888499164,"[14.210902931496179, -18.123842974772852, -0.35367174888499164]",Clase 1
$X_{127}$,18.3380634530805,-0.15288229134874598,5.281880752585671,"[18.3380634530805, -0.15288229134874598, 5.281880752585671]",Clase 1
$X_{128}$,16.377398678457986,-0.7885004389980494,0.041651961889481726,"[16.377398678457986, -0.7885004389980494, 0.041651961889481726]",Clase 1
$X_{129}$,-9.335977919118337,3.010252857379001,14.436253389861783,"[-9.335977919118337, 3.010252857379001, 14.436253389861783]",Clase 1
$X_{130}$,3.837766664766498,-19.76156174338737,2.5686517968618396,"[3.837766664766498, -19.76156174338737, 2.5686517968618396]",Clase 1
$X_{131}$,-13.570150065373344,-6.982180244627685,12.9171906980593,"[-13.570150065373344, -6.982180244627685, 12.9171906980593]",Clase 1
$X_{132}$,4.121093394093428,-3.3168666055408735,17.28764994887372,"[4.121093394093428, -3.3168666055408735, 17.28764994887372]",Clase 1
$X_{133}$,2.1427726112457925,-9.720206630877893,2.0764240254139885,"[2.1427726112457925, -9.720206630877893, 2.0764240254139885]",Clase 1
$X_{134}$,4.452126996217707,-0.28053211207520334,6.909414470686688,"[4.452126996217707, -0.28053211207520334, 6.909414470686688]",Clase 1
$X_{135}$,-8.486586063059196,-12.522824301048301,9.231833230156994,"[-8.486586063059196, -12.522824301048301, 9.231833230156994]",Clase 1
$X_{136}$,2.8119215030380573,-9.868343885920847,14.139388606368975,"[2.8119215030380573, -9.868343885920847, 14.139388606368975]",Clase 1
$X_{137}$,13.311275723345204,-4.0607303341020895,3.349323614413848,"[13.311275723345204, -4.0607303341020895, 3.349323614413848]",Clase 1
$X_{138}$,18.726134399193654,-13.511045664065172,0.6383819059427154,"[18.726134399193654, -13.511045664065172, 0.6383819059427154]",Clase 1
$X_{139}$,15.813210994028836,-7.313975019284813,15.948568823164656,"[15.813210994028836, -7.313975019284813, 15.948568823164656]",Clase 1
$X_{140}$,-1.3677253814777828,-16.852963583449668,-5.825385885457926,"[-1.3677253814777828, -16.852963583449668, -5.825385885457926]",Clase 1
$X_{141}$,-6.233620314486391,-15.400652068802355,12.600792471766056,"[-6.233620314486391, -15.400652068802355, 12.600792471766056]",Clase 1
$X_{142}$,-14.106605994750732,-17.617333874326697,3.5135571382917092,"[-14.106605994750732, -17.617333874326697, 3.5135571382917092]",Clase 1
$X_{143}$,17.07774972880516,-17.837854780210066,13.396226963751552,"[17.07774972880516, -17.837854780210066, 13.396226963751552]",Clase 1
$X_{144}$,5.7392409816376855,-16.243109592277808,14.611885148386328,"[5.7392409816376855, -16.243109592277808, 14.611885148386328]",Clase 1
$X_{145}$,2.6843934298962004,9.041455505253989,12.974320126343137,"[2.6843934298962004, 9.041455505253989, 12.974320126343137]",Clase 1
$X_{146}$,-19.495771918190236,-19.283955973452752,17.780448938618157,"[-19.495771918190236, -19.283955973452752, 17.780448938618157]",Clase 1
$X_{147}$,10.442309698010796,10.22306541552005,10.342373371937764,"[10.442309698010796, 10.22306541552005, 10.342373371937764]",Clase 1
$X_{148}$,11.16795116485249,-17.514664291451695,11.352493082761363,"[11.16795116485249, -17.514664291451695, 11.352493082761363]",Clase 1
$X_{149}$,-0.8671880653355366,-18.28502286459667,-2.9865535059852597,"[-0.8671880653355366, -18.28502286459667, -2.9865535059852597]",Clase 1
$X_{150}$,-1.8829672488699032,-10.805619522483031,12.586243860802043,"[-1.8829672488699032, -10.805619522483031, 12.586243860802043]",Clase 1
$X_{151}$,-1.2549720126312458,-8.987516080715459,3.499857805329249,"[-1.2549720126312458, -8.987516080715459, 3.499857805329249]",Clase 1
$X_{152}$,17.198001434875884,-14.054802081869898,-5.7979410450610125,"[17.198001434875884, -14.054802081869898, -5.7979410450610125]",Clase 1
$X_{153}$,2.228563584772054,-7.524283231861952,18.593842241115212,"[2.228563584772054, -7.524283231861952, 18.593842241115212]",Clase 1
$X_{154}$,12.917065535105081,-7.003572588674443,1.9962117175763439,"[12.917065535105081, -7.003572588674443, 1.9962117175763439]",Clase 1
$X_{155}$,14.929585665940898,-2.9445717437186545,-2.355580913214684,"[14.929585665940898, -2.9445717437186545, -2.355580913214684]",Clase 1
$X_{156}$,-7.745338943101444,11.591714129835935,19.57518140189996,"[-7.745338943101444, 11.591714129835935, 19.57518140189996]",Clase 1
$X_{157}$,13.031682842837895,6.904439684775685,11.419939757262508,"[13.031682842837895, 6.904439684775685, 11.419939757262508]",Clase 1
$X_{158}$,13.339956880605676,-14.740565185785073,10.922370175512242,"[13.339956880605676, -14.740565185785073, 10.922370175512242]",Clase 1
$X_{159}$,-19.041508363125665,-16.156126804724455,11.825802850787802,"[-19.041508363125665, -16.156126804724455, 11.825802850787802]",Clase 1
$X_{160}$,8.667964499223277,-17.31153377949925,-1.0921105331598255,"[8.667964499223277, -17.31153377949925, -1.0921105331598255]",Clase 1
$X_{161}$,6.56011416947813,-3.049025241898242,15.482606406821276,"[6.56011416947813, -3.049025241898242, 15.482606406821276]",Clase 1
$X_{162}$,-9.256723637319775,-12.506235453273668,6.621016914213477,"[-9.256723637319775, -12.506235453273668, 6.621016914213477]",Clase 1
$X_{163}$,8.18932166937699,-18.181111465436683,-8.59438200440965,"[8.18932166937699, -18.181111465436683, -8.59438200440965]",Clase 1
$X_{164}$,17.304473866278087,-0.05526661704238123,14.367267328508547,"[17.304473866278087, -0.05526661704238123, 14.367267328508547]",Clase 1
$X_{165}$,-0.4373756577376362,-7.480806434762023,13.052251328727877,"[-0.4373756577376362, -7.480806434762023, 13.052251328727877]",Clase 1
$X_{166}$,6.823102611348929,-1.380965800114346,18.573572578864002,"[6.823102611348929, -1.380965800114346, 18.573572578864002]",Clase 1
$X_{167}$,-6.1434167151875485,-2.1197408437357055,14.496211290387421,"[-6.1434167151875485, -2.1197408437357055, 14.496211290387421]",Clase 1
$X_{168}$,3.693577613348072,-6.335042776712164,1.0788697394403428,"[3.693577613348072, -6.335042776712164, 1.0788697394403428]",Clase 1
$X_{169}$,4.078796205237122,-18.330733595004673,12.316469928433577,"[4.078796205237122, -18.330733595004673, 12.316469928433577]",Clase 1
$X_{170}$,19.025131601064004,4.023437803653046,13.699307180669948,"[19.025131601064004, 4.023437803653046, 13.699307180669948]",Clase 1
$X_{171}$,4.17062585821202,1.1203997976682558,7.047508528107983,"[4.17062585821202, 1.1203997976682558, 7.047508528107983]",Clase 1
$X_{172}$,-17.256822139769916,-13.242723690687228,6.366977785231434,"[-17.256822139769916, -13.242723690687228, 6.366977785231434]",Clase 1
$X_{173}$,-5.1546991505354,9.958036562356792,18.83042433858421,"[-5.1546991505354, 9.958036562356792, 18.83042433858421]",Clase 1
$X_{174}$,3.418230284779259,-19.90637148561046,3.9175518572587897,"[3.418230284779259, -19.90637148561046, 3.9175518572587897]",Clase 1
$X_{175}$,5.952851310390063,-10.706824638544724,13.922192836778173,"[5.952851310390063, -10.706824638544724, 13.922192836778173]",Clase 1
$X_{176}$,13.324410821110256,-12.68867287159332,7.04962811076043,"[13.324410821110256, -12.68867287159332, 7.04962811076043]",Clase 1
$X_{177}$,-8.573594817271303,-0.2898995932840194,19.909009349179236,"[-8.573594817271303, -0.2898995932840194, 19.909009349179236]",Clase 1
$X_{178}$,8.086125112999731,10.723063380215756,16.313253852256665,"[8.086125112999731, 10.723063380215756, 16.313253852256665]",Clase 1
$X_{179}$,16.86761254524805,-1.9270738312233462,0.3707796181346552,"[16.86761254524805, -1.9270738312233462, 0.3707796181346552]",Clase 1
$X_{180}$,9.358658312557012,-13.757482647679264,-2.1266342472251907,"[9.358658312557012, -13.757482647679264, -2.1266342472251907]",Clase 1
$X_{181}$,-7.987467609209119,-15.97858180772545,6.020369319755595,"[-7.987467609209119, -15.97858180772545, 6.020369319755595]",Clase 1
$X_{182}$,1.546821410711992,-14.044451605862829,-2.052670814362326,"[1.546821410711992, -14.044451605862829, -2.052670814362326]",Clase 1
$X_{183}$,0.589959559128598,6.048611464520576,10.823657177187638,"[0.589959559128598, 6.048611464520576, 10.823657177187638]",Clase 1
$X_{184}$,6.871134331047312,11.381526025781973,14.860631963252501,"[6.871134331047312, 11.381526025781973, 14.860631963252501]",Clase 1
$X_{185}$,14.486250222344438,-16.120088556413403,-9.391330984551093,"[14.486250222344438, -16.120088556413403, -9.391330984551093]",Clase 1
$X_{186}$,7.278788099162785,-19.387480874194253,1.3098685735454723,"[7.278788099162785, -19.387480874194253, 1.3098685735454723]",Clase 1
$X_{187}$,12.499639939830807,6.020294171155722,15.219253721407114,"[12.499639939830807, 6.020294171155722, 15.219253721407114]",Clase 1
$X_{188}$,4.466621089518917,1.7688335844331107,17.73551740144419,"[4.466621089518917, 1.7688335844331107, 17.73551740144419]",Clase 1
$X_{189}$,5.324652109646788,6.831270829138532,12.887343067221174,"[5.324652109646788, 6.831270829138532, 12.887343067221174]",Clase 1
$X_{190}$,-14.226354405892142,-19.106662403269446,14.985190167309817,"[-14.226354405892142, -19.106662403269446, 14.985190167309817]",Clase 1
$X_{191}$,5.647400654684191,-16.860911954053755,14.498095863300513,"[5.647400654684191, -16.860911954053755, 14.498095863300513]",Clase 1
$X_{192}$,-4.295874372264844,-19.966737774845505,0.9457509735592637,"[-4.295874372264844, -19.966737774845505, 0.9457509735592637]",Clase 1
$X_{193}$,13.752558544415017,-19.088811014957955,12.680939356673989,"[13.752558544415017, -19.088811014957955, 12.680939356673989]",Clase 1
$X_{194}$,13.506870722092486,-17.769320595009535,-11.448986351477458,"[13.506870722092486, -17.769320595009535, -11.448986351477458]",Clase 1
$X_{195}$,16.742612230212174,-0.59758691744819,8.102820737855517,"[16.742612230212174, -0.59758691744819, 8.102820737855517]",Clase 1
$X_{196}$,6.610673657568498,-16.605627007753263,-7.833987010346878,"[6.610673657568498, -16.605627007753263, -7.833987010346878]",Clase 1
$X_{197}$,17.23143814394993,7.671346952574019,13.32777679966361,"[17.23143814394993, 7.671346952574019, 13.32777679966361]",Clase 1
$X_{198}$,8.26744392123797,-15.077128981025414,5.574864724576088,"[8.26744392123797, -15.077128981025414, 5.574864724576088]",Clase 1
$X_{199}$,11.444896842617087,-19.20807964159302,-4.255952092026188,"[11.444896842617087, -19.20807964159302, -4.255952092026188]",Clase 1
$X_{200}$,17.389102621788815,-14.013165871741538,-1.469390919831902,"[17.389102621788815, -14.013165871741538, -1.469390919831902]",Clase 1
